,reviewed_at,helpful,content,review_heading,rating,images,review_id,country,year,season,RT,zone,found_helpful
1983,2021-03-29,0,This is the perfect comforter for our travel trailer. It is light weight and very comfortable.,Happy with this,5,,R2EI529QTLDSX2,USA,2021,spring,Positive,North-America,False
1984,2018-02-16,1,Bought this for our 10 year old son’s room after we let him choose colors for his little “man cave”. Exceeded our expectations on quality and comfort for the price.,Bought this for our 10 year old son’s room after ...,5,https://images-na.ssl-images-amazon.com/images/I/71mgon9YrkL._SY88.jpg,R2PWLQKZLKL6QQ,USA,2018,winter,Positive,North-America,True
1985,2018-08-31,0,My wife is very happy with product....just received. Nice an soft. Appears good quality. Definitely pleased.,Pleased,5,,R174LO2D0XSKHE,USA,2018,summer,Positive,North-America,False
1986,2021-01-27,0,"I was looking for a great, lightweight but warm blanket and wasn't disappointed!",Great Blanket,5,,R3S983IJICICD3,USA,2021,winter,Positive,North-America,False
1987,2018-03-09,0,"Perfect weight for non winter months, so soft and looks great in my room!",Five Stars,5,,R1LZYHSVOFH208,USA,2018,winter,Positive,North-America,False
1988,2019-09-20,0,"As they describe it, I put it in the washer and dryer in the low temperature. However, the fabric is melted. Amazon won't help you get through the issue since the item is sold by a seller in amazon website.",Be careful when you wash it.,2,https://images-na.ssl-images-amazon.com/images/I/71G5Q+HCZuL._SY88.jpg,RE54OX0FCI0KJ,USA,2019,summer,Negative,North-America,False
1989,2021-04-04,0,Its well worth the price,Great comforter,5,,RXG032XI8HLT0,USA,2021,spring,Positive,North-America,False
1990,2018-08-18,0,I just received them and I placed them on my grandsons beds.  They look pretty!,Good Quality and Good Price!!!,5,,R3M0VL841NG5VU,USA,2018,summer,Positive,North-America,False
1991,2018-05-22,0,"GREAT quality, beautiful color, doesn't bleed the colors either. My daughter loves it!",Five Stars,5,,R3FHTIZSCVSUCT,USA,2018,spring,Positive,North-America,False
1992,2018-12-12,0,Pedeeed for my sons bed. He likes the true navy color and soft feel,Sooo soft!,5,,R2RM8AP2JPJEQS,USA,2018,autumn,Positive,North-America,False
1993,2021-05-01,0,"it’s not super heavy but it isn’t lite either, super soft",best blanket,5,,R2G7GIS5JEITRH,USA,2021,spring,Positive,North-America,False
1994,2021-05-20,0,Went and washed it and the color fades out right away,Does hold it,1,,R210R649842RJ7,USA,2021,spring,Negative,North-America,False
1995,2017-11-04,0,"Very soft and much better than the comforter I have had, I like this one!",Nice,5,,R3B09PZI6JECIE,USA,2017,autumn,Positive,North-America,False
1996,2020-12-07,0,Very impressed,King Oversized is true,5,,R2MX6GUHTH9X9V,USA,2020,autumn,Positive,North-America,False
1997,2021-04-21,0,Just beautiful.  I  am going to purchase more,Amazing quality,5,,R1YWRS85H92DBP,USA,2021,spring,Positive,North-America,False
1998,2021-02-01,0,Pretty good quality except by “set” it just means the comforter and two pillow covers. Still pretty good.,Not really a set,3,,R6364WL1C3IG4,USA,2021,winter,Neutral,North-America,False
1999,2021-01-12,0,Perfect for my new bedroom!! Thank youuu!,Soft,5,,RHJK2IJTN1CHG,USA,2021,winter,Positive,North-America,False
2000,2021-02-28,0,Great comforter!!,Great buy,5,,R3O3P36S133TR1,USA,2021,winter,Positive,North-America,False
2001,2019-06-04,0,Worked for my stay,Got the job done,4,,R3KL4PK1G1CWSS,USA,2019,spring,Positive,North-America,False
2002,2018-07-16,0,My son loves it! It is going to college with him!,Nice and soft and not too thin!,5,,R1IDWWZQJN8I04,USA,2018,summer,Positive,North-America,False
2003,2021-05-12,0,"Once I washed it, It tore apart and the stuffing was coming out.  Frustrating!","IF YOU WASH IT, SAY GOODBYE AND THROW AWAY",1,,R10OCZFCCR6E7R,USA,2021,spring,Negative,North-America,False
2004,2018-08-19,0,"Very soft, and it actually has some weight to it - which is a good thing. This comforter exceeded my expectations.",High Quality,5,,R3NIOKP9CGC9FH,USA,2018,summer,Positive,North-America,False
2005,2019-12-26,0,Very good quality for the price and the color was true to the swatch. I plan to purchase this item in a few colors.,Totally satisfied!,5,,RW3YD0P4FZR99,USA,2019,winter,Positive,North-America,False
2006,2020-10-31,0,Came packaged in vacuum sealed bag. Instantly fluffed up. Perfectly soft. My daughter loves it.,Great buy,5,,R2IUXVDR85B0ZM,USA,2020,autumn,Positive,North-America,False
2007,2018-06-28,0,Such great quality. It is really a nice thick blanket,Five Stars,5,,RI95W1297XI23,USA,2018,summer,Positive,North-America,False
2008,2020-01-13,0,Very nice 👍🏽,Good purchase,5,,RIXPQ9T2P6KWC,USA,2020,winter,Positive,North-America,False
2009,2020-12-27,0,nothing,like,4,,R3MZ7PMQTP3OWW,USA,2020,winter,Positive,North-America,False
2010,2019-05-12,0,"We bought two sets, a Lavender and a Pink, for our granddaughters.They look great on the beds.Just wondering exactly what is ""Goose Down Alternative.""","Size, TWIN-XL and color were the challenges and were met.",5,,R1HH9HK3EUWV9D,USA,2019,spring,Positive,North-America,False
2011,2021-06-01,0,I love it!!!!❤️❤️❤️,It’s very nice quality!!!,5,,R1FAIWMA0LAFET,USA,2021,spring,Positive,North-America,False
2012,2019-06-25,0,"I love my striking green comforter ,it is so comfortable ,and rich in texture ,warmth and the size is just what I need","the color is more striking than I expected ,great !",5,,RTRWTZZ676QXK,USA,2019,summer,Positive,North-America,False
2013,2021-04-26,0,Buy it! Super soft and comfyGreat purchaseWill buy more,Great Buy!,5,,R1ON6IIPT8ADU6,USA,2021,spring,Positive,North-America,False
2014,2020-12-21,0,"After a couple of months, the fibers start to come out of the fabric!",Waste of Money!,2,,R2VTNIP1P6IL0E,USA,2020,winter,Negative,North-America,False
2015,2019-09-02,0,I love everything about this comforter. It’s perfect for my daughter’s dorm room.,Red Comforter,5,,R2WY5AIL6WON27,USA,2019,summer,Positive,North-America,False
2016,2016-12-23,0,"I ordered 3 sets because I loved the color, and the price was reasonable. Arrived on time, exactly as expected.",Ordered 3 sets for lake home.,5,,R3MFFWU0F79420,USA,2016,winter,Positive,North-America,False
2017,2018-07-11,0,"Great quality for the price, kept our house guest warm in the coldest room in the house this winter.",Great buy!,5,,R16S7OJQ9BPE05,USA,2018,summer,Positive,North-America,False
2018,2021-05-19,0,Wonderful,Comforter,5,,R14SBNZBWVFLYY,USA,2021,spring,Positive,North-America,False
2019,2017-07-26,0,This is a great product and was delivered promptly.  My grandson loves the comforter and it looks great in his room.,This is a great product and was delivered promptly,5,,R3ERAYVGL3FQEJ,USA,2017,summer,Positive,North-America,False
2020,2021-01-18,0,I never write reviews but first wash and the corner was ripped with fuzz spilling out. Very poor product. Do not buy.,If I could give 0 I would,1,,R1ZUPA5IL8ZYNA,USA,2021,winter,Negative,North-America,False
2021,2020-03-20,0,"Great value and my son loves the color, easy to wash and held up well so far. Will order extra sets in different colors.",Love it!,5,,R1K560WH5QV3IG,USA,2020,winter,Positive,North-America,False
2022,2018-02-07,0,The stitching is poorly done and the pillow case is unraveling,Poor quality,2,,RSFOCID7WCZEI,USA,2018,winter,Negative,North-America,False
2023,2018-09-19,0,Hubby loves this!,Great size for Tall and Big,5,,R1X0HMU5P4LKUE,USA,2018,summer,Positive,North-America,False
2024,2017-07-19,0,Color was what I was expecting.  Great for a child's bed.  Not too heavy and not too light weight.,Great for a child's bed,4,,R164WYK8BQD0EY,USA,2017,summer,Positive,North-America,False
2025,2019-12-26,0,Just a little oversized for maximum cuddling. My son loves this blanket. Color is true to picture.,Perfect for a twin bed.,5,,R124RTUM7ISTJA,USA,2019,winter,Positive,North-America,False
2026,2020-12-27,0,Biem,Biem,5,,R12JYQY6VZD2U5,USA,2020,winter,Positive,North-America,False
2027,2015-04-26,7,Perfect comforter set. Very soft and not too thick or thin.,Peefect for kids.,5,,R3BPPHGCBG8UM6,USA,2015,spring,Positive,North-America,True
2028,2019-12-27,0,I love it. Can’t say anything else!,You will really enjoy!,5,,RBTBBYC4MMQGQ,USA,2019,winter,Positive,North-America,False
2029,2021-04-11,0,Very soft and my kids stay nice and warm,As described,5,,R169RFO1TLAHJL,USA,2021,spring,Positive,North-America,False
2030,2021-03-17,0,Didn’t feel like a down comforter,Felt like polyester comforter,3,,R1GS93TX1RJ0WR,USA,2021,winter,Neutral,North-America,False
2031,2021-06-08,0,Myself. It is very soft and comfy,Very comfortable. Love it,5,,R3CDXQW78C1W20,USA,2021,spring,Positive,North-America,False
2032,2021-04-02,0,"Great color just a bit smaller than I would like, but our mattresses are twin xl...",Great - a bit small,4,,R1ZYHF5IVRN0WM,USA,2021,spring,Positive,North-America,False
2033,2018-10-25,0,Great quality for the price. It is better than I thought it would be. It makes my room look a lot better.,Great product.,5,,R4VNCRW3B8CGL,USA,2018,autumn,Positive,North-America,False
2034,2021-03-15,0,Thought it would be flimsy and thin but it’s a nice comfortable comforter!! very soft!!,Love it,5,,R2V9DY36PH6GOU,USA,2021,winter,Positive,North-America,False
2035,2021-05-12,0,I disliked washing the comforter the first time and it tore up completely,Washing tore the blanket up,1,,R1SA08AT1K6PBJ,USA,2021,spring,Negative,North-America,False
2036,2021-02-22,0,"Very nice comforter, washes easily also",So soft,5,,R3GOZBDBZNHB4K,USA,2021,winter,Positive,North-America,False
2037,2021-05-21,0,The comforter ripped right after washing it,Ripped,4,,R1GNN7SEKIJ3ZR,USA,2021,spring,Positive,North-America,False
2038,2021-02-07,0,Thick and soft keeping me warm in winter. Gives a touch of elegance to my bedroom,Great,5,,R2CVB3COF64996,USA,2021,winter,Positive,North-America,False
2039,2016-04-08,0,"I bought this for my daughter. She loves it! Comfortable and warm, beautiful rich color, looks like it cost much more then what I spent.",Very pleased!,5,,RC41XZ5VHK56K,USA,2016,spring,Positive,North-America,False
2040,2020-01-04,0,Great comforter,Good quality,5,,R33C7COHUWWY6K,USA,2020,winter,Positive,North-America,False
2041,2016-12-09,0,Product came exactly on-time and in great condition.  Color was great.  I purchased for my son's college dorm bedding.  Seems to be excellent quality and I anticipate getting 4 years worth of value!,Product came exactly on-time and in great condition. Color was great,5,,R1J2OODJWFZOOW,USA,2016,autumn,Positive,North-America,False
2042,2020-10-19,0,"I love it, the comfort of it is wonderful",Wonderful,5,,R178Z0F7TYLFN2,USA,2020,autumn,Positive,North-America,False
2043,2021-03-06,0,Soft and lightweight my son loves it,Must have,5,,R37LD1KEEZJZ8A,USA,2021,winter,Positive,North-America,False
2044,2020-08-31,0,Sooo soft and light love it!,So soft and light love it!,5,,R8UHJZXVBE5M,USA,2020,summer,Positive,North-America,False
2045,2016-09-30,1,Soft and comfy. I purchased for my son for his dorm. He like it alot and it keeps him warm.,Down Alternative Comforter Twin XL,4,,R2ZMW7TAQ8MAUI,USA,2016,autumn,Positive,North-America,True
2046,2020-11-20,0,Nice comforter. Lightweight and soft. Exactly as described.,Great,5,,R2KQGYAN4DUO7C,USA,2020,autumn,Positive,North-America,False
2047,2019-01-09,0,Happy,Comfy,5,,R15237NJN7UQ9Y,USA,2019,winter,Positive,North-America,False
2048,2020-04-19,0,Great color! Soft!,True to description.,5,,R3K00831S3TY78,USA,2020,spring,Positive,North-America,False
2049,2021-06-15,0,Very soft and cozy. Highly recommended buy!!,Super Cozy,5,,R2MHPNVQDIA0ZZ,USA,2021,spring,Positive,North-America,False
2050,2018-06-14,0,"Great color, right size.  Looks great.",Five Stars,5,,R20A3SCO04S2ZJ,USA,2018,spring,Positive,North-America,False
2051,2019-08-08,0,Very pleased with my purchase.,As advertised,5,,RU99KNPZ2D1W8,USA,2019,summer,Positive,North-America,False
2052,2018-02-20,0,"Great quality, great price! Cozy and warm, washes well!",Great quality,5,,R3IU0C6MLYCERW,USA,2018,winter,Positive,North-America,False
2053,2021-06-18,0,Great comforter soft and warm.,Soft and warm,5,,R3JC0FGHJ2WW9I,USA,2021,spring,Positive,North-America,False
2054,2017-04-20,2,"This is a great duvet insert. Even though my duvet cover does not have tabs or anything to hold the insert in place, it stays spread out and doesn't move around. It feels kind of heavy when you pull it over yourself to sleep, but it doesn't make you too hot. I keep my house pretty much the same temp year round, but turn on the ceiling fan during the summer to help circulate the air. This duvet insert keeps me warm enough on the cold nights, and keeps me cool enough on the warm nights. I don't know how it does it, must be magic!",This is a great duvet insert,5,,R3CX1W5BNT3P66,USA,2017,spring,Positive,North-America,True
2055,2021-05-03,0,Very comfortable and soft. I use it like a blanket and it keeps me super warm at night!,Worth every penny,5,,R2P7S5JDQNCN5Z,USA,2021,spring,Positive,North-America,False
2056,2021-05-07,0,I love it so far! Soft and light for summer!,Soft and light,5,,R1FH3VJTHSMNP1,USA,2021,spring,Positive,North-America,False
2057,2019-02-20,0,This is so ##$$*#$ comfy.,Comfiest comforter ever,5,,RF1218ZOI8L0P,USA,2019,winter,Positive,North-America,False
2058,2021-01-07,0,Very nice,Exactly as advertised,5,,R3TPJV3B615R08,USA,2021,winter,Positive,North-America,False
2059,2021-03-06,0,Bye bye never again,Returing,1,,R38XN6Q0QV11MY,USA,2021,winter,Negative,North-America,False
2060,2021-01-13,0,"Packaged nicely, great quality for the price, soft all season comfort.","Nice comforter, nice price",5,https://images-na.ssl-images-amazon.com/images/I/B1DRM6rLoFS._SY88.jpg ~ https://images-na.ssl-images-amazon.com/images/I/C1JlaC7XQTS._SY88.jpg ~ https://images-na.ssl-images-amazon.com/images/I/C1N8bxMF8KS._SY88.jpg ~ https://images-na.ssl-images-amazon.com/images/I/C1XYEt5cOFS._SY88.jpg,RB5KG3G3Z8U3D,USA,2021,winter,Positive,North-America,False
2061,2020-01-13,0,"Terrible, the comforter fabric ripped immediately and there’s already cotton coming out. The product description is really over hyped. I would not recommend.",Terrible,1,,R3N4CNRES26Q5P,USA,2020,winter,Negative,North-America,False
2062,2021-03-29,0,I like this because it’s very soft warm,Thanks again for the comfortable comforter,5,,R3RBN4NEZVAAP6,USA,2021,spring,Positive,North-America,False
2063,2020-10-19,0,This comforter was great BUT I washed it once and the entire seam shredded and got distorted,Terrible sewing,1,,RA1EGWKAWN8YG,USA,2020,autumn,Negative,North-America,False
2064,2021-01-31,0,Washes nicely.,Great,5,,RUFEGAO5EIWCK,USA,2021,winter,Positive,North-America,False
2065,2018-08-10,0,Very nice and soft,Soft,5,,R18DX6Y25PDR3V,USA,2018,summer,Positive,North-America,False
2066,2017-01-07,0,"Nice, bright red! It's very warm, soft and cozy. Seems to be well made. Great comforter for the price.",Super warm and comfy!,5,,R1NIDJLOWB1DPF,USA,2017,winter,Positive,North-America,False
2067,2018-12-07,0,"Exactly as described.  Soft, light and warm.  Good color.  Perfect.",Very Pleased,5,,R1AVYSSLEURP32,USA,2018,autumn,Positive,North-America,False
2068,2019-01-01,0,"We just put the comforter on the bed and it seems nice. It is soft, not bulky. It is thinner than I expected, but still comfortable.",Soft!,5,,R32EZ4STBW027Y,USA,2019,winter,Positive,North-America,False
2069,2020-08-11,0,"After I got most of the hard creases out, I was disappointed to discover it doesn’t really fully cover the mattress! Needs to be a few inches wider!",Not wide enough!,2,,R1PWMRSDPWIHQX,USA,2020,summer,Negative,North-America,False
2070,2020-12-10,0,This does not come with a sheet. The whole reason I got this was because I thought it same with the sheets.,No sheets,5,,R3QE0UZNAOVBNT,USA,2020,autumn,Positive,North-America,False
